Class,CSORD_AvgLineCodeExe,CSLEX_NumberOfConditionalJumpStatements,CSORD_AvgLineCode,CSORD_NumberOfDepends,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfDots,CSORD_CountDeclInstanceMethod,CSORD_CountDeclMethodPublic,CSORD_NIM,CSORD_AvgStmtDecl,CSORD_CountDeclClassMethod,CSLEX_NumberOfNewStatements,CSLEX_NumberOfReturnAndPrintStatements,CSORD_NumberOfClassConstructors,PK_CountDeclClassMethod,Testability
com.liferay.portlet.PortalContextImpl,1.0,0,3,3,57,69,5,7,12,1.0,2,3,7,0,121,0.564436528349337
com.liferay.portlet.PortalPreferencesImpl,4.2105263157894735,13,7,11,95,87,19,18,36,1.3157894736842106,0,3,16,2,121,0.8049571938168847
com.liferay.portlet.PortalPreferencesWrapper,1.0,0,3,2,31,21,11,11,12,1.0,0,0,6,1,121,0.6567467447916668
com.liferay.portlet.PortletBagFactory,13.035714285714285,71,19,75,371,605,28,4,12,4.535714285714286,0,16,40,0,121,0.1220935672514619
com.liferay.portlet.PortletConfigFactoryImpl,6.25,3,9,5,35,35,4,4,12,2.5,0,4,3,1,121,0.182
com.liferay.portlet.PortletConfigFactoryUtil,1.6,0,4,3,28,23,1,5,12,1.0,4,0,3,0,121,0.5212578616352201
com.liferay.portlet.PortletConfigImpl,4.5,9,7,14,105,143,16,15,12,1.875,0,10,16,1,121,0.7937142857142855
com.liferay.portlet.PortletContainerImpl,33.57142857142857,61,45,79,387,638,14,5,12,9.642857142857142,0,15,16,0,121,0.0579999999999999
com.liferay.portlet.PortletContextBagPool,1.125,0,3,1,22,15,4,4,12,1.0,4,2,4,1,121,0.923
com.liferay.portlet.PortletContextFactory,4.8,4,8,8,47,60,3,2,12,1.8,2,4,2,1,121,0.9216666666666667
com.liferay.portlet.PortletContextImpl,2.4166666666666665,9,5,7,80,79,24,24,12,1.125,0,7,23,1,121,0.7043062200956938
com.liferay.portlet.PortletFilterFactory,7.428571428571429,6,13,6,56,83,5,2,12,2.2857142857142856,2,4,6,1,121,0.7066666666666668
com.liferay.portlet.PortletInstanceFactoryImpl,9.555555555555555,15,14,14,86,99,9,8,12,3.6666666666666665,0,4,4,1,121,0.1129999999999999
com.liferay.portlet.PortletInstanceFactoryUtil,1.25,0,3,4,31,25,2,8,12,1.0,6,0,2,0,121,0.9166666666666669
com.liferay.portlet.PortletPreferencesFactoryUtil,1.7692307692307692,0,5,8,71,72,1,26,12,1.0,25,0,25,0,121,0.8427672955974843
com.liferay.portlet.PortletPreferencesImpl,6.0,9,10,11,89,88,10,9,36,1.6,0,4,7,3,121,0.3841146953405018
com.liferay.portlet.PortletPreferencesThreadLocal,1.0,0,3,1,16,10,0,2,12,1.0,2,1,1,0,121,0.48
com.liferay.portlet.PortletPreferencesWrapper,2.071428571428572,4,4,2,48,38,14,14,12,1.0714285714285714,0,1,11,1,121,0.5588530106530355
com.liferay.portlet.PortletQNameImpl,6.333333333333332,10,9,10,74,104,9,9,12,1.8888888888888888,0,4,13,1,121,0.5485268990866563
com.liferay.portlet.PortletRequestDispatcherImpl,19.571428571428573,20,29,23,157,184,7,6,12,6.285714285714287,0,14,0,2,121,0.145016129032258
com.liferay.portlet.PortletRequestImpl,5.269841269841269,63,8,47,321,409,62,60,12,1.8888888888888888,1,20,70,0,121,0.3604708994708995
com.liferay.portlet.PortletResourceBundle,4.333333333333333,8,8,4,44,47,6,4,45,1.1666666666666667,0,1,8,2,121,0.6259094650205762
com.liferay.portlet.PortletResourceBundles,3.0625,4,6,6,66,78,10,6,12,1.5625,6,9,13,1,121,0.8620000000000001
com.liferay.portlet.PortletResponseImpl,7.0256410256410255,66,12,26,256,333,38,38,12,2.1538461538461537,1,34,26,0,121,0.4870830945558738
com.liferay.portlet.PortletServletSession,2.0,0,4,2,18,12,2,2,31,1.0,0,0,0,1,121,1.0
com.liferay.portlet.PortletSessionImpl,3.208333333333333,16,6,3,77,84,24,21,12,1.5416666666666667,0,9,17,1,121,0.6028641975308642
com.liferay.portlet.PortletSetupUtil,13.0,5,19,8,59,83,0,2,12,5.0,3,0,4,0,121,0.1095999999999999
com.liferay.portlet.PortletURLFactoryImpl,1.0,0,5,3,21,12,2,2,12,1.0,0,2,2,0,121,1.0
com.liferay.portlet.PortletURLFactoryUtil,2.25,0,5,3,31,24,1,4,12,1.0,3,0,3,0,121,1.0
com.liferay.portlet.PortletURLImpl,8.643835616438357,141,13,47,374,707,73,60,12,2.232876712328767,0,27,57,2,121,0.003
com.liferay.portlet.PortletURLImplWrapper,3.0,0,6,2,12,4,1,1,85,1.0,0,0,0,1,121,0.6666666666666667
com.liferay.portlet.PortletURLListenerFactory,7.142857142857142,6,12,5,46,53,5,2,12,2.0,2,4,6,1,121,0.7853333333333333
com.liferay.portlet.Preference,2.1818181818181817,2,4,2,35,27,11,11,12,1.181818181818182,0,4,6,4,121,0.7027717391304348
com.liferay.portlet.PublicRenderParametersPool,25.0,4,36,9,54,62,0,1,12,6.0,1,3,3,0,121,0.03
com.liferay.portlet.RenderParametersPool,4.833333333333333,4,8,1,35,31,0,5,12,2.5,6,4,4,0,121,0.5636591185780374
com.liferay.portlet.RenderRequestFactory,4.0,0,11,4,28,18,0,2,12,1.5,2,1,2,0,121,0.5599999999999999
com.liferay.portlet.RenderRequestImpl,1.0,0,3,1,13,7,2,2,75,1.0,0,0,2,0,121,1.0
com.liferay.portlet.RenderResponseFactory,2.5,0,7,2,20,6,0,2,12,1.5,2,1,2,0,121,0.5599999999999999
com.liferay.portlet.RenderResponseImpl,1.4444444444444444,0,3,6,53,34,9,8,68,1.2222222222222223,0,0,4,0,121,0.5898987341772153
com.liferay.portlet.ResourceRequestFactory,5.0,0,12,3,28,18,0,1,12,2.0,1,1,1,0,121,0.3666666666666667
com.liferay.portlet.ResourceRequestImpl,2.833333333333333,3,6,6,55,57,6,5,82,1.0,0,0,5,0,121,0.5306666666666666
com.liferay.portlet.ResourceResponseFactory,2.5,0,8,2,20,6,0,2,12,1.5,2,1,2,0,121,0.5599999999999999
com.liferay.portlet.ResourceResponseImpl,2.0,4,4,4,71,58,16,15,68,1.1875,0,2,5,0,121,0.4164622641509434
com.liferay.portlet.RestrictPortletContainerWrapper,7.571428571428571,4,14,9,59,81,6,7,12,1.8571428571428568,1,8,3,1,121,0.2123333333333333
com.liferay.portlet.RouteImpl,4.2727272727272725,11,7,7,60,79,11,11,12,2.5454545454545454,0,8,10,1,121,0.7767507002801121
com.liferay.portlet.RouterImpl,4.0,4,7,3,24,21,3,3,12,2.333333333333333,0,2,5,0,121,0.3561394380853278
com.liferay.portlet.StrutsResourceBundle,4.0,3,6,5,41,49,4,3,45,1.25,0,1,3,1,121,0.3857777777777778
com.liferay.portlet.UserAttributes,141.5,127,208,16,173,305,2,2,12,11.5,0,1,117,1,121,0.0666070331375902
com.liferay.portlet.UserInfoFactory,20.0,9,30,12,72,87,0,3,12,6.666666666666668,3,4,5,0,121,0.1218461538461538
com.liferay.portlet.VelocityPortlet,10.0,13,17,11,106,136,10,6,12,1.8,0,9,5,0,121,0.3197037037037037
com.liferay.portlet.activities.action.RSSAction,31.0,6,39,18,121,192,2,0,42,10.0,0,10,5,0,0,0.0583333333333333
com.liferay.portlet.admin.action.ActionUtil,4.0,1,7,5,32,35,0,2,12,2.5,2,0,0,0,2,0.4610058666666666
com.liferay.portlet.admin.action.EditInstanceAction,14.666666666666664,4,23,12,83,102,3,2,36,4.333333333333333,0,0,2,0,2,0.2996666666666666
com.liferay.portlet.admin.action.EditServerAction,19.318181818181817,66,26,71,445,787,22,1,36,6.045454545454546,0,17,9,0,2,0.0796881091617933
com.liferay.portlet.admin.action.ViewChartAction,15.5,1,19,6,109,147,4,1,36,4.0,0,21,3,0,2,0.2838399999999999
com.liferay.portlet.admin.messaging.LDAPImportMessageListener,1.0,0,3,3,18,20,1,0,14,1.0,0,0,0,0,0,0.8889999999999999
com.liferay.portlet.admin.messaging.PluginRepositoriesMessageListener,1.0,0,3,3,17,19,1,0,14,1.0,0,0,0,0,0,0.8889999999999999
com.liferay.portlet.admin.util.AdminUtil,10.25,2,16,13,90,91,0,4,12,5.0,4,1,4,0,7,0.22
com.liferay.portlet.admin.util.CleanUpPermissionsUtil,14.0,3,19,13,59,81,0,1,12,4.0,2,0,0,0,7,0.0923333333333333
com.liferay.portlet.admin.util.OmniadminUtil,26.0,7,38,10,38,62,0,1,12,4.0,1,0,8,0,7,0.02
com.liferay.portlet.amazonrankings.AmazonRankingsPreferencesValidator,10.0,4,18,4,36,41,1,1,12,5.0,0,3,0,0,0,0.2586666666666667
com.liferay.portlet.amazonrankings.action.ConfigurationActionImpl,5.0,0,10,3,32,32,1,1,20,2.0,0,0,0,0,0,0.524
com.liferay.portlet.amazonrankings.model.AmazonRankings,1.631578947368421,3,3,0,87,12,38,38,12,1.0,0,0,22,1,0,0.926687232219366
com.liferay.portlet.amazonrankings.util.AmazonRankingsUtil,3.1666666666666665,2,5,9,49,67,0,6,12,1.5,6,1,8,0,10,0.3623571428571428
com.liferay.portlet.amazonrankings.util.AmazonRankingsWebCacheItem,11.0,20,15,15,120,145,11,3,12,4.636363636363637,0,4,24,1,10,0.3559398496240601
com.liferay.portlet.amazonrankings.util.AmazonSignedRequestsUtil,8.0,2,11,4,67,66,0,1,12,3.5,4,7,5,0,10,0.7906666666666666
com.liferay.portlet.announcements.action.ActionUtil,4.0,1,7,5,31,37,0,2,12,2.5,2,0,0,0,2,0.3703733333333333
com.liferay.portlet.announcements.action.EditEntryAction,23.25,10,31,16,111,161,4,2,36,7.5,0,0,2,0,2,0.102
com.liferay.portlet.announcements.action.PreviewEntryAction,18.5,2,24,11,91,105,2,2,36,7.5,0,2,1,0,2,0.07436
com.liferay.portlet.announcements.action.ViewAction,4.0,1,10,3,39,41,1,1,36,2.0,0,0,1,0,2,0.0473029333333333
com.liferay.portlet.announcements.messaging.CheckEntryMessageListener,1.0,0,3,3,17,20,1,0,14,1.0,0,0,0,0,0,0.8889999999999999
com.liferay.portlet.announcements.model.AnnouncementsDeliverySoap,1.8333333333333333,4,4,2,58,34,20,24,12,1.2916666666666667,4,6,15,1,12,0.8735863095238094
com.liferay.portlet.announcements.model.AnnouncementsDeliveryWrapper,1.608695652173913,8,3,9,94,124,46,46,12,1.173913043478261,0,3,29,1,12,0.9173238906135868
com.liferay.portlet.announcements.model.AnnouncementsEntrySoap,1.7142857142857142,4,3,2,97,56,38,42,12,1.1666666666666667,4,6,23,1,12,0.912691570881226
com.liferay.portlet.announcements.model.AnnouncementsEntryWrapper,2.014925373134328,18,4,10,129,217,67,67,12,1.2686567164179106,0,3,39,1,12,0.9432902387702756
com.liferay.portlet.announcements.model.AnnouncementsFlagSoap,2.0588235294117645,4,4,2,47,32,13,17,12,1.4117647058823528,4,6,10,1,12,0.8402857142857144
com.liferay.portlet.announcements.model.AnnouncementsFlagWrapper,1.5128205128205128,6,3,9,86,115,39,39,12,1.1538461538461535,0,3,24,1,12,0.9007594957711308
com.liferay.portlet.announcements.model.impl.AnnouncementsDeliveryBaseImpl,4.0,1,8,5,19,23,1,1,71,1.0,0,0,0,0,6,0.3733333333333333
com.liferay.portlet.announcements.model.impl.AnnouncementsDeliveryCacheModel,11.75,2,15,6,54,74,4,4,12,1.5,0,2,2,0,6,0.3678295873746665
com.liferay.portlet.announcements.model.impl.AnnouncementsDeliveryModelImpl,4.386363636363637,21,6,19,164,238,42,44,27,1.4772727272727273,2,10,38,1,6,0.8415715922107675
com.liferay.portlet.announcements.model.impl.AnnouncementsEntryBaseImpl,4.0,1,8,5,19,23,1,1,95,1.0,0,0,0,0,6,0.3733333333333333
com.liferay.portlet.announcements.model.impl.AnnouncementsEntryCacheModel,34.75,16,45,6,79,154,4,4,12,1.5,0,6,2,0,6,0.2758884593537228
com.liferay.portlet.announcements.model.impl.AnnouncementsEntryImpl,6.0,3,10,9,31,42,2,2,96,4.0,0,0,1,1,6,0.4823466666666666
com.liferay.portlet.announcements.model.impl.AnnouncementsEntryModelImpl,6.3088235294117645,53,9,21,233,421,66,68,27,1.6029411764705883,2,10,57,1,6,0.8703333333333335
com.liferay.portlet.announcements.model.impl.AnnouncementsFlagBaseImpl,4.0,1,8,5,19,23,1,1,65,1.0,0,0,0,0,6,0.3733333333333333
com.liferay.portlet.announcements.model.impl.AnnouncementsFlagCacheModel,8.5,1,11,5,49,59,4,4,12,1.5,0,3,2,0,6,0.3437071013090802
com.liferay.portlet.announcements.model.impl.AnnouncementsFlagModelImpl,4.578947368421051,21,7,19,161,221,36,38,27,1.5,2,10,33,1,6,0.8217795071335928
com.liferay.portlet.announcements.service.AnnouncementsDeliveryLocalServiceUtil,1.1724137931034482,1,5,9,70,364,1,29,12,1.0,28,0,23,0,105,0.5024753787878788
com.liferay.portlet.announcements.service.AnnouncementsDeliveryLocalServiceWrapper,1.15625,0,5,8,68,353,32,32,12,1.0,0,0,24,1,105,0.935
com.liferay.portlet.announcements.service.AnnouncementsDeliveryServiceUtil,1.6,1,4,6,36,43,1,5,12,1.0,4,0,3,0,105,0.4616666666666666
com.liferay.portlet.announcements.service.AnnouncementsDeliveryServiceWrapper,1.125,0,4,5,33,32,8,8,12,1.0,0,0,4,1,105,0.6951219512195121
com.liferay.portlet.announcements.service.AnnouncementsEntryLocalServiceUtil,2.0,1,6,9,91,459,1,37,12,1.0,36,0,32,0,105,0.5164545454545456
com.liferay.portlet.announcements.service.AnnouncementsEntryLocalServiceWrapper,1.85,0,6,8,89,448,40,40,12,1.0,0,0,33,1,105,0.9466666666666668
com.liferay.portlet.announcements.service.AnnouncementsEntryServiceUtil,2.625,1,7,6,54,100,1,8,12,1.0,7,0,5,0,105,0.5093333333333334
com.liferay.portlet.announcements.service.AnnouncementsEntryServiceWrapper,1.7272727272727273,0,5,5,51,89,11,11,12,1.0,0,0,6,1,105,0.782608695652174
com.liferay.portlet.announcements.service.AnnouncementsFlagLocalServiceUtil,1.16,1,4,9,65,295,1,25,12,1.0,24,0,20,0,105,0.4896184210526315
com.liferay.portlet.announcements.service.AnnouncementsFlagLocalServiceWrapper,1.1071428571428572,0,4,8,63,284,28,28,12,1.0,0,0,21,1,105,0.9223333333333334
com.liferay.portlet.announcements.service.AnnouncementsFlagServiceUtil,1.4285714285714286,1,4,6,36,63,1,7,12,1.0,6,0,3,0,105,0.48
com.liferay.portlet.announcements.service.AnnouncementsFlagServiceWrapper,1.0,0,4,5,33,52,10,10,12,1.0,0,0,4,1,105,0.7193333333333334
com.liferay.portlet.announcements.service.base.AnnouncementsDeliveryLocalServiceBaseImpl,1.2909090909090908,2,3,33,162,232,55,52,13,1.0545454545454545,0,2,35,0,0,0.8703333333333335
com.liferay.portlet.announcements.service.base.AnnouncementsDeliveryServiceBaseImpl,1.1025641025641026,1,3,23,110,161,39,36,18,1.0512820512820509,0,2,19,0,0,0.8163333333333332
com.liferay.portlet.announcements.service.base.AnnouncementsEntryServiceBaseImpl,1.0506329113924051,1,3,43,191,290,79,76,18,1.0253164556962024,0,2,39,0,0,0.863
com.liferay.portlet.announcements.service.base.AnnouncementsFlagLocalServiceBaseImpl,1.2545454545454546,2,3,33,162,232,55,52,13,1.0545454545454545,0,2,35,0,0,0.8703333333333335
com.liferay.portlet.announcements.service.base.AnnouncementsFlagServiceBaseImpl,1.1025641025641026,1,3,23,110,161,39,36,18,1.0512820512820509,0,2,19,0,0,0.8163333333333332
com.liferay.portlet.announcements.service.http.AnnouncementsDeliveryServiceHttp,18.0,3,30,9,49,105,0,1,12,4.0,1,4,1,0,16,0.1803599999999999
com.liferay.portlet.announcements.service.http.AnnouncementsDeliveryServiceSoap,7.0,0,14,5,35,45,0,1,12,2.0,1,1,1,0,16,0.34284
com.liferay.portlet.announcements.service.http.AnnouncementsEntryServiceHttp,19.0,12,32,9,70,317,0,4,12,3.75,4,16,3,0,16,0.2012701260288066
com.liferay.portlet.announcements.service.http.AnnouncementsEntryServiceSoap,8.0,0,16,5,53,100,0,4,12,1.75,4,4,3,0,16,0.4256591892955529
com.liferay.portlet.announcements.service.http.AnnouncementsFlagServiceHttp,16.333333333333332,9,27,9,48,189,0,3,12,3.333333333333333,3,12,1,0,16,0.3024
com.liferay.portlet.announcements.service.http.AnnouncementsFlagServiceSoap,5.333333333333333,0,10,5,33,49,0,3,12,1.3333333333333333,3,3,1,0,16,0.7298666666666667
com.liferay.portlet.announcements.service.impl.AnnouncementsDeliveryLocalServiceImpl,5.333333333333333,5,10,16,72,85,9,9,68,2.2222222222222223,0,1,5,0,0,0.261
com.liferay.portlet.announcements.service.impl.AnnouncementsDeliveryServiceImpl,7.0,1,13,10,35,51,1,1,57,1.0,0,1,1,0,0,0.2096666666666666
com.liferay.portlet.announcements.service.impl.AnnouncementsEntryServiceImpl,13.75,7,22,16,78,129,4,4,97,1.75,0,5,3,0,0,0.1143333333333333
com.liferay.portlet.announcements.service.impl.AnnouncementsFlagLocalServiceImpl,3.2,1,6,8,43,41,5,5,68,2.0,0,1,2,0,0,0.4793333333333334
com.liferay.portlet.announcements.service.impl.AnnouncementsFlagServiceImpl,2.6666666666666665,1,6,9,30,36,3,3,57,1.3333333333333333,0,1,1,0,0,0.3923333333333333
com.liferay.portlet.announcements.service.permission.AnnouncementsEntryPermission,3.125,6,8,11,43,66,0,8,12,1.25,8,4,6,0,8,0.273
com.liferay.portlet.announcements.service.persistence.AnnouncementsDeliveryUtil,1.2432432432432432,1,5,10,71,404,2,37,12,1.0,35,0,30,0,171,0.5700000000000001
com.liferay.portlet.announcements.service.persistence.AnnouncementsEntryFinderImpl,18.4,18,27,18,129,230,10,5,40,5.0,0,9,12,0,171,0.2981944444444444
com.liferay.portlet.announcements.service.persistence.AnnouncementsEntryFinderUtil,4.714285714285714,1,10,5,56,85,1,7,12,1.0,6,0,6,0,171,0.7158279569892473
com.liferay.portlet.announcements.service.persistence.AnnouncementsEntryUtil,1.5670103092783505,1,5,10,117,1338,2,97,12,1.0,95,0,86,0,171,0.548
com.liferay.portlet.announcements.service.persistence.AnnouncementsFlagUtil,1.2162162162162162,1,5,10,70,394,2,37,12,1.0,35,0,30,0,171,0.5736666666666667
com.liferay.portlet.asset.AssetCategoryNameException,1.0,0,3,1,13,8,4,4,52,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.AssetLinkException,1.0,0,3,1,13,8,4,4,52,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.AssetRendererFactoryRegistryUtil,1.9,2,4,3,35,26,1,10,12,1.2,9,0,5,0,9,0.6711537320488371
com.liferay.portlet.asset.CategoryNameException,1.0,0,3,1,13,8,4,4,52,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.CategoryPropertyKeyException,1.0,0,3,1,13,8,4,4,52,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.CategoryPropertyValueException,1.0,0,3,1,13,8,4,4,52,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.DuplicateCategoryException,1.0,0,3,1,13,8,4,4,52,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.DuplicateTagException,1.0,0,3,1,13,8,4,4,52,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.DuplicateVocabularyException,1.0,0,3,1,13,8,4,4,52,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.NoSuchCategoryPropertyException,1.0,0,3,1,11,6,4,4,56,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.NoSuchEntryException,1.0,0,3,1,11,6,4,4,56,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.NoSuchLinkException,1.0,0,3,1,11,6,4,4,56,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.NoSuchTagException,1.0,0,3,1,11,6,4,4,56,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.NoSuchTagPropertyException,1.0,0,3,1,11,6,4,4,56,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.NoSuchTagStatsException,1.0,0,3,1,11,6,4,4,56,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.NoSuchVocabularyException,1.0,0,3,1,11,6,4,4,56,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.TagPropertyKeyException,1.0,0,3,1,13,8,4,4,52,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.TagPropertyValueException,1.0,0,3,1,13,8,4,4,52,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.VocabularyNameException,1.0,0,3,1,13,8,4,4,52,1.0,0,0,0,4,9,1.0
com.liferay.portlet.asset.action.GetCategoriesAction,14.5,3,20,10,71,94,2,1,20,6.5,0,0,2,0,0,0.0303333333333333
com.liferay.portlet.asset.model.AssetCategoryPropertySoap,1.88,4,4,2,64,40,21,25,12,1.28,4,6,14,1,34,0.8718253275109171
com.liferay.portlet.asset.model.AssetCategoryPropertyWrapper,1.7659574468085106,10,4,9,97,147,47,47,12,1.2127659574468086,0,3,28,1,34,0.9182694585578078
com.liferay.portlet.asset.model.AssetCategorySoap,1.7567567567567568,4,3,2,88,52,33,37,12,1.1891891891891893,4,6,20,1,34,0.9027545551982852
com.liferay.portlet.asset.model.AssetCategoryWrapper,1.6976744186046508,16,4,11,138,332,86,86,12,1.186046511627907,0,3,50,1,34,0.9522742654437676
com.liferay.portlet.asset.model.AssetEntrySoap,1.65,4,3,2,133,74,56,60,12,1.1166666666666667,4,6,32,1,34,0.9384554455445546
com.liferay.portlet.asset.model.AssetEntryWrapper,1.818897637795276,27,4,14,192,508,127,127,12,1.2125984251968505,0,3,74,1,34,0.9777401325266496
com.liferay.portlet.asset.model.AssetLinkConstants,2.5,1,5,0,11,4,0,2,12,1.0,2,0,3,0,34,1.0
com.liferay.portlet.asset.model.AssetLinkSoap,1.88,4,4,2,64,40,21,25,12,1.28,4,6,14,1,34,0.8790212765957448
com.liferay.portlet.asset.model.AssetLinkWrapper,1.7659574468085106,10,4,9,98,135,47,47,12,1.2127659574468086,0,3,28,1,34,0.9175962770238864
com.liferay.portlet.asset.model.AssetTagPropertySoap,1.88,4,4,2,64,40,21,25,12,1.28,4,6,14,1,34,0.871356725146199
com.liferay.portlet.asset.model.AssetTagPropertyWrapper,1.7659574468085106,10,4,9,97,147,47,47,12,1.2127659574468086,0,3,28,1,34,0.9182694585578078
com.liferay.portlet.asset.model.AssetTagSoap,1.88,4,4,2,64,40,21,25,12,1.28,4,6,14,1,34,0.8757424892703863
com.liferay.portlet.asset.model.AssetTagStatsSoap,2.1333333333333333,4,4,2,42,28,11,15,12,1.4666666666666666,4,6,9,1,34,0.8317979797979799
com.liferay.portlet.asset.model.AssetTagStatsWrapper,1.4324324324324325,5,3,9,82,100,37,37,12,1.135135135135135,0,3,23,1,34,0.8935834023624722
com.liferay.portlet.asset.model.AssetTagWrapper,1.7659574468085106,10,4,9,97,143,47,47,12,1.2127659574468086,0,3,28,1,34,0.9195833704072196
com.liferay.portlet.asset.model.AssetVocabularySoap,1.806451612903225,4,4,2,76,46,27,31,12,1.2258064516129032,4,6,17,1,34,0.8893722627737228
com.liferay.portlet.asset.model.AssetVocabularyWrapper,1.5783132530120485,13,3,12,135,332,83,83,12,1.1566265060240963,0,3,49,1,34,0.9482222704245392
com.liferay.portlet.asset.model.BaseAssetRenderer,2.8461538461538463,5,6,19,120,153,26,22,12,1.3461538461538465,0,2,29,0,34,0.2900207039337474
com.liferay.portlet.asset.model.BaseAssetRendererFactory,1.1176470588235294,0,3,12,74,63,17,15,12,1.0588235294117647,0,0,15,0,34,0.664639705882353
com.liferay.portlet.asset.model.impl.AssetCategoryBaseImpl,4.0,1,8,5,19,23,1,1,113,1.0,0,0,0,0,12,0.3733333333333333
com.liferay.portlet.asset.model.impl.AssetCategoryCacheModel,29.25,12,37,6,71,136,4,4,12,1.5,0,4,2,0,12,0.3002353303629571
com.liferay.portlet.asset.model.impl.AssetCategoryImpl,4.4,5,8,8,36,42,5,5,114,1.8,0,1,5,1,12,0.2914545454545454
com.liferay.portlet.asset.model.impl.AssetCategoryModelImpl,4.906976744186046,46,7,23,251,427,84,86,27,1.5232558139534884,2,10,66,1,12,0.8520000000000001
com.liferay.portlet.asset.model.impl.AssetCategoryPropertyBaseImpl,4.0,1,8,5,19,23,1,1,73,1.0,0,0,0,0,12,0.3733333333333333
com.liferay.portlet.asset.model.impl.AssetCategoryPropertyCacheModel,18.75,8,25,6,59,98,4,4,12,1.5,0,4,2,0,12,0.313586416357822
com.liferay.portlet.asset.model.impl.AssetCategoryPropertyModelImpl,5.304347826086956,29,8,19,177,282,44,46,27,1.5869565217391304,2,10,39,1,12,0.8713333333333333
com.liferay.portlet.asset.model.impl.AssetEntryBaseImpl,4.0,1,8,5,19,23,1,1,152,1.0,0,0,0,0,12,0.3733333333333333
com.liferay.portlet.asset.model.impl.AssetEntryCacheModel,50.5,22,63,6,99,211,4,4,12,1.5,0,8,2,0,12,0.2925647127889753
com.liferay.portlet.asset.model.impl.AssetEntryImpl,2.571428571428572,1,5,14,52,81,7,7,153,1.1428571428571428,0,0,7,1,12,0.5516666666666666
com.liferay.portlet.asset.model.impl.AssetEntryModelImpl,5.376,74,8,23,321,612,123,125,27,1.5519999999999998,2,10,94,1,12,0.6610000000000001
com.liferay.portlet.asset.model.impl.AssetLinkBaseImpl,4.0,1,8,5,19,23,1,1,71,1.0,0,0,0,0,12,0.3733333333333333
com.liferay.portlet.asset.model.impl.AssetLinkCacheModel,15.0,3,18,6,61,88,4,4,12,1.5,0,3,2,0,12,0.3354744122417742
com.liferay.portlet.asset.model.impl.AssetLinkModelImpl,4.931818181818182,23,7,17,168,237,44,44,27,1.4772727272727273,0,8,33,1,12,0.877
com.liferay.portlet.asset.model.impl.AssetTagBaseImpl,4.0,1,8,5,19,23,1,1,72,1.0,0,0,0,0,12,0.3733333333333333
com.liferay.portlet.asset.model.impl.AssetTagCacheModel,17.25,6,22,6,61,94,4,4,12,1.5,0,4,2,0,12,0.2986215493331442
com.liferay.portlet.asset.model.impl.AssetTagModelImpl,5.133333333333334,26,7,19,179,283,43,45,27,1.5777777777777775,2,10,37,1,12,0.8142509225092252
com.liferay.portlet.asset.model.impl.AssetTagPropertyBaseImpl,4.0,1,8,5,19,23,1,1,73,1.0,0,0,0,0,12,0.3733333333333333
com.liferay.portlet.asset.model.impl.AssetTagPropertyCacheModel,18.75,8,25,6,59,98,4,4,12,1.5,0,4,2,0,12,0.3441720032805745
com.liferay.portlet.asset.model.impl.AssetTagPropertyModelImpl,5.304347826086956,29,8,19,177,282,44,46,27,1.5869565217391304,2,10,39,1,12,0.8114808153477218
com.liferay.portlet.asset.model.impl.AssetTagStatsBaseImpl,4.0,1,8,5,19,23,1,1,60,1.0,0,0,0,0,12,0.3733333333333333
com.liferay.portlet.asset.model.impl.AssetTagStatsCacheModel,6.5,0,8,5,44,50,4,4,12,1.5,0,2,2,0,12,0.577890625
com.liferay.portlet.asset.model.impl.AssetTagStatsModelImpl,4.121212121212121,16,6,17,136,178,33,33,27,1.4545454545454546,0,8,27,1,12,0.801426611796982
com.liferay.portlet.asset.model.impl.AssetVocabularyBaseImpl,4.0,1,8,5,19,23,1,1,105,1.0,0,0,0,0,12,0.3733333333333333
com.liferay.portlet.asset.model.impl.AssetVocabularyCacheModel,27.0,14,36,6,65,125,4,4,12,1.5,0,4,2,0,12,0.2974526951785254
